seqnames	start	end	strand	RPKM	gene	tx_name
chr14	67657105	67657211	-	1.1287825916698	MSTRG.8381	ENST00000607639.1
chr14	67701886	67734451	+	0.00646043450686558	MSTRG.8382	ENST00000551171.6
chr14	67705954	67706252	+	0.0130305035396126	MSTRG.8383	ENST00000477138.3
chr14	67714545	67715204	+	0.0118064259343762	MSTRG.8384	ENST00000556149.2
chr14	67750473	67811830	-	0.723434621748019	MSTRG.8385	MSTRG.8385.8
chr14	67735195	67735350	+	0	MSTRG.8386	ENST00000604500.1
chr14	67751228	67751544	-	0.503914646347351	MSTRG.8387	ENST00000463482.3
chr14	67799004	67799609	+	1.98020648839934	MSTRG.8388	ENST00000557141.1
chr14	67995784	68033396	+	0.446345239303032	MSTRG.8389	MSTRG.8389.21
chr1	40980114	41034315	+	6.0563031165405	MSTRG.839	MSTRG.839.12
chr14	67910444	67923880	+	0.572080513627522	MSTRG.8390	MSTRG.8390.1
chr14	67940101	67976786	+	0.470049326479617	MSTRG.8391	MSTRG.8391.1
chr14	68113706	68114144	-	0	MSTRG.8392	ENST00000619934.1
chr14	68125004	68130196	-	0.00150052784838981	MSTRG.8393	ENST00000554679.1
chr14	68136404	68167849	+	0.331676993407343	MSTRG.8394	MSTRG.8394.1
chr14	68149617	68149908	-	0	MSTRG.8395	ENST00000460079.3
chr14	68236243	68236539	-	0	MSTRG.8396	ENST00000481903.3
chr14	68338728	68339528	-	0.00486407060966811	MSTRG.8397	ENST00000473054.1
chr14	68421698	68422196	-	0	MSTRG.8398	ENST00000557078.1
chr14	68457773	68466862	-	0.0441474606721065	MSTRG.8399	MSTRG.8399.1
chr1	1541169	1574863	-	2.23557189123092	MSTRG.84	MSTRG.84.1
chr1	41015597	41023237	-	0.0474203915621	MSTRG.840	ENST00000359345.5
chr14	68524184	68549584	-	0.114118093595057	MSTRG.8400	MSTRG.8400.1
chr14	68605396	68611732	-	0.14755703550617	MSTRG.8401	ENST00000661958.1
chr14	68627166	68628445	-	0.270902132572367	MSTRG.8402	ENST00000556301.1
chr14	68648128	68692107	-	0.856118896676624	MSTRG.8403	MSTRG.8403.1
chr14	68693090	68693583	+	0.0552081860494111	MSTRG.8404	ENST00000493832.1
chr14	68693656	68695734	-	0.239876590412723	MSTRG.8405	ENST00000663643.1
chr14	68769681	68796415	-	6.28815058806777	MSTRG.8406	MSTRG.8406.2
chr14	68778950	68793160	+	0.226458066370577	MSTRG.8407	MSTRG.8407.1
chr14	68793488	68795879	+	0.294815142583734	MSTRG.8408	MSTRG.8408.1
chr14	68802437	68816397	-	0.170233761234148	MSTRG.8409	MSTRG.8409.1
chr1	41095894	41242154	-	1.16941421507653	MSTRG.841	MSTRG.841.18
chr14	68861762	68862525	+	0.209085003785485	MSTRG.8410	ENST00000605130.1
chr14	68870767	68977654	-	2.25373413406948	MSTRG.8411	MSTRG.8411.1
chr14	68936602	68936864	+	0	MSTRG.8412	ENST00000553684.2
chr14	69048974	69153150	-	1.21778778061187	MSTRG.8413	MSTRG.8413.2
chr14	69083398	69085389	+	0.293382572164469	MSTRG.8414	ENST00000556558.1
chr14	69183020	69214092	-	0.0303434227502747	MSTRG.8415	ENST00000554898.1
chr14	69191539	69244657	+	0.527145060201047	MSTRG.8416	MSTRG.8416.5
chr14	69239166	69260567	-	0.000364089389621919	MSTRG.8417	ENST00000556316.1
chr14	69260174	69357009	+	0.0121507332874131	MSTRG.8418	ENST00000553471.6
chr14	69380576	69398299	-	5.33551332611878	MSTRG.8419	MSTRG.8419.3
chr1	41049692	41062599	+	0.277086974942666	MSTRG.842	MSTRG.842.1
chr14	69398692	69463845	+	2.24908663044298	MSTRG.8420	ENST00000336643.10
chr14	69611596	69715144	+	0.618343443739948	MSTRG.8421	ENST00000342745.5
chr14	69617122	69617648	+	0.724515777452993	MSTRG.8422	ENST00000611191.1
chr14	69767093	69772005	+	27.5321623335217	MSTRG.8423	ENST00000554465.5
chr14	69775416	69797241	-	0.001071049360857	MSTRG.8424	ENST00000216540.5
chr14	69804203	69804331	-	0	MSTRG.8425	ENST00000408133.1
chr14	69879416	70032366	+	0.000254729982696691	MSTRG.8426	ENST00000361956.8
chr14	69885340	69886140	-	0.948493768885281	MSTRG.8427	ENST00000477943.1
chr14	70255643	70292328	+	0.00361086242663962	MSTRG.8428	ENST00000553791.2
chr14	70360345	70393402	-	1.70008890598688	MSTRG.8429	MSTRG.8429.10
chr1	41098638	41099136	+	0.031231427321396	MSTRG.843	ENST00000401064.3
chr14	70360892	70361088	+	0	MSTRG.8430	ENST00000410708.1
chr14	70452174	70460427	+	0.0925175223449787	MSTRG.8431	ENST00000603540.2
chr14	70425812	70547464	-	0.161029273156884	MSTRG.8432	ENST00000556646.1
chr14	70468881	70483775	-	0.0975664966943517	MSTRG.8433	ENST00000556964.1
chr14	70496107	70496210	+	0	MSTRG.8434	ENST00000516454.1
chr14	70522358	70535015	-	0.420761321161041	MSTRG.8435	ENST00000256389.5
chr14	70554542	70600690	-	2.41395859335488	MSTRG.8436	MSTRG.8436.1
chr14	70556206	70557478	+	0	MSTRG.8437	ENST00000620487.1
chr14	70594552	70595770	+	0.0511385799290455	MSTRG.8438	ENST00000557241.1
chr14	70610086	70610379	+	0	MSTRG.8439	ENST00000473332.3
chr1	41241772	41338644	+	0.074203776389138	MSTRG.844	ENST00000657314.1
chr14	70748088	70798565	-	1.0928557190379	MSTRG.8440	MSTRG.8440.7
chr14	70809867	70817321	+	0.170373615294459	MSTRG.8441	MSTRG.8441.2
chr14	71084552	71119655	+	1.77602897603188	MSTRG.8442	MSTRG.8442.17
chr14	70908518	70932635	+	1.73352971687499	MSTRG.8443	MSTRG.8443.1
chr14	70932898	70937246	+	1.54716031369518	MSTRG.8444	MSTRG.8444.1
chr14	70945640	70959029	-	0	MSTRG.8445	ENST00000661959.1
chr14	71031686	71031970	-	0.0410117953509911	MSTRG.8446	ENST00000555418.1
chr14	71044375	71044640	-	0	MSTRG.8447	ENST00000557014.1
chr14	71062483	71065153	+	1.35365027261077	MSTRG.8448	MSTRG.8448.1
chr14	71085482	71085833	-	0	MSTRG.8449	ENST00000556391.1
chr1	41242556	41273476	+	0.164307144273496	MSTRG.845	ENST00000670398.1
chr14	71292729	71321882	-	0.0232532406239927	MSTRG.8450	ENST00000555771.2
chr14	71307170	71311359	-	0.0334750215036729	MSTRG.8451	ENST00000554634.1
chr14	71320416	71648052	+	0.855218422568253	MSTRG.8452	MSTRG.8452.2
chr14	71330342	71330738	-	0.304231076344254	MSTRG.8453	ENST00000554427.1
chr14	71398337	71398407	+	0.987748873946405	MSTRG.8454	ENST00000384713.1
chr14	71448689	71448958	+	1.42857753805952	MSTRG.8455	ENST00000460552.3
chr14	71586269	71590354	-	0.0019070585209712	MSTRG.8456	ENST00000647653.1
chr14	71734927	71739794	-	0.00160070688510442	MSTRG.8457	ENST00000647803.1
chr14	72969451	73027146	-	0.574329335633615	MSTRG.8458	ENST00000556143.6
chr14	73052525	73059415	-	0.199018202951261	MSTRG.8459	MSTRG.8459.1
chr1	41264550	41264862	-	0	MSTRG.846	ENST00000427711.2
chr14	73058520	73103191	+	5.17252914473757	MSTRG.8460	MSTRG.8460.1
chr14	73068108	73068618	-	0	MSTRG.8461	ENST00000554385.1
chr14	73099405	73111764	-	0.285274199458047	MSTRG.8462	MSTRG.8462.1
chr14	73205386	73223691	+	1.33957078521895	MSTRG.8463	MSTRG.8463.26
chr14	73189763	73190004	+	0.869382273349522	MSTRG.8464	ENST00000554078.1
chr14	73239616	73274640	+	0.240274672548847	MSTRG.8465	ENST00000554301.5
chr14	73242651	73245979	-	0.0023407152648508	MSTRG.8466	ENST00000554614.2
chr14	73246818	73246880	-	0	MSTRG.8467	ENST00000517030.1
chr14	73272182	73274081	-	0.709504059572146	MSTRG.8468	ENST00000556578.1
chr14	73275210	73406222	-	1.01247449130533	MSTRG.8469	MSTRG.8469.2
chr1	41302932	41306148	-	0	MSTRG.847	ENST00000662236.1
chr14	73333939	73349731	-	1.22905544365672	MSTRG.8470	MSTRG.8470.1
chr14	73442630	73446521	-	0.817864978460219	MSTRG.8471	MSTRG.8471.1
chr14	73446587	73453310	-	0.829750838719338	MSTRG.8472	MSTRG.8472.1
chr14	73462362	73464459	+	0	MSTRG.8473	ENST00000654900.1
chr14	73478484	73558947	-	0.00203366801862267	MSTRG.8474	ENST00000553558.6
chr14	73490933	73493394	+	0.870376241709701	MSTRG.8475	ENST00000304061.8
chr14	73522878	73530610	+	0.00201532163886934	MSTRG.8476	ENST00000555972.2
chr14	73537143	73543796	+	0.00234212236750475	MSTRG.8477	ENST00000311148.9
chr14	73539221	73539781	-	0	MSTRG.8478	ENST00000553305.1
chr14	73555115	73633941	-	0.000790819502626086	MSTRG.8479	ENST00000664243.1
chr1	41506365	41918922	-	0.40903986771208	MSTRG.848	ENST00000372583.6
chr14	73569213	73575658	+	0.00120884907177914	MSTRG.8480	ENST00000238651.10
chr14	73571159	73571667	-	0	MSTRG.8481	ENST00000554092.1
chr14	73580694	73582918	+	0	MSTRG.8482	ENST00000623547.1
chr14	73591873	73595766	+	0	MSTRG.8483	ENST00000326303.5
chr14	73612517	73619888	+	0.00422802013927743	MSTRG.8484	ENST00000645972.2
chr14	73631475	73632019	+	0	MSTRG.8485	ENST00000557330.1
chr14	73711783	73714384	-	2.90337346757468	MSTRG.8486	ENST00000316836.5
chr14	73714582	73759004	-	2.19297657611681	MSTRG.8487	MSTRG.8487.1
chr14	73758747	73758819	+	0	MSTRG.8488	ENST00000582238.1
chr14	73779975	73786797	-	1.20715211202397	MSTRG.8489	MSTRG.8489.1
chr1	41535443	41535868	+	0	MSTRG.849	ENST00000440249.1
chr14	73787355	73803300	+	0.0403148057272536	MSTRG.8490	ENST00000668116.1
chr14	73851839	73932521	+	1.79737371320015	MSTRG.8491	MSTRG.8491.1
chr14	73855875	73857683	+	0.822729714365653	MSTRG.8492	MSTRG.8492.1
chr14	73858061	73858165	-	0	MSTRG.8493	ENST00000411368.1
chr14	73873689	73885555	-	0.0203555637159634	MSTRG.8494	ENST00000648345.1
chr14	73932276	73950414	-	0.229398354722507	MSTRG.8495	ENST00000286544.5
chr14	73905267	73905636	+	3.04318605773368	MSTRG.8496	ENST00000602874.1
chr14	73906316	73906427	-	0	MSTRG.8497	ENST00000362602.1
chr14	73958492	73964912	+	0.952641220464152	MSTRG.8498	ENST00000556588.5
chr14	73976333	74019249	-	0.72771401532462	MSTRG.8499	MSTRG.8499.5
chr1	1574975	1577075	+	0.33193982862618	MSTRG.85	ENST00000366221.3
chr1	41542069	41544310	+	0	MSTRG.850	ENST00000434240.2
chr14	74003396	74003470	+	0.0519482741112554	MSTRG.8500	ENST00000624550.2
chr14	74019349	74066092	+	0.113439587538644	MSTRG.8501	ENST00000394009.5
chr14	74056847	74084492	-	0.157840375654541	MSTRG.8502	ENST00000553458.6
chr14	74084953	74201794	+	0.750133753962703	MSTRG.8503	MSTRG.8503.2
chr14	74174456	74174753	+	0.457598052154515	MSTRG.8504	ENST00000485097.3
chr14	74192589	74192823	+	0.331584728369715	MSTRG.8505	ENST00000555526.1
chr14	74284343	74298450	-	1.45262220987314	MSTRG.8506	MSTRG.8506.1
chr14	74303069	74360008	+	0.0139587037917493	MSTRG.8507	ENST00000557177.1
chr14	74305425	74306527	+	0.0565167080086187	MSTRG.8508	ENST00000556401.2
chr14	74479223	74493337	-	4.42416013525612	MSTRG.8509	ENST00000541064.5
chr1	41910099	41918024	-	0.651811236483011	MSTRG.851	MSTRG.851.1
chr14	74482985	74483435	+	0.259165447339966	MSTRG.8510	ENST00000554629.1
chr14	74493755	74502356	+	1.48018158389545	MSTRG.8511	MSTRG.8511.1
chr14	74564427	74616647	-	0.409151972232614	MSTRG.8512	MSTRG.8512.9
chr14	74552181	74560048	+	0	MSTRG.8513	ENST00000554552.1
chr14	74566528	74593240	+	0.153727064294341	MSTRG.8514	MSTRG.8514.1
chr14	74644190	74713117	-	2.55942924329479	MSTRG.8515	MSTRG.8515.1
chr14	74658049	74658590	+	0	MSTRG.8516	ENST00000555623.1
chr14	74711936	74712045	+	0	MSTRG.8517	ENST00000410672.2
chr14	74713170	74740559	+	0.489895553228816	MSTRG.8518	ENST00000534938.6
chr14	74790723	74859519	+	2.88365136140131	MSTRG.8519	MSTRG.8519.5
chr1	42171238	42286747	-	2.79852157047231	MSTRG.852	MSTRG.852.1
chr14	74853033	74864008	-	0	MSTRG.8520	ENST00000556489.3
chr14	74873684	74874254	+	0.170583211836434	MSTRG.8521	ENST00000555980.1
chr14	74882174	74909241	+	4.71412163463608	MSTRG.8522	MSTRG.8522.17
chr14	74903954	74923302	-	0.45668517372084	MSTRG.8523	ENST00000555834.5
chr14	75002921	75016914	+	1.85033708952088	MSTRG.8524	MSTRG.8524.1
chr14	75004719	75008481	-	0.160483307611837	MSTRG.8525	ENST00000554430.1
chr14	75011269	75012851	-	0.578388080360629	MSTRG.8526	ENST00000624612.1
chr14	75039123	75064027	-	1.78325148542722	MSTRG.8527	MSTRG.8527.10
chr14	75019420	75020872	-	0.533604949146928	MSTRG.8528	MSTRG.8528.1
chr14	75020761	75020867	+	0.0364123416667678	MSTRG.8529	ENST00000384197.1
chr1	42335373	42341550	+	0.150093346210086	MSTRG.853	MSTRG.853.1
chr14	75068743	75079988	+	0.0315264957148602	MSTRG.8530	ENST00000674017.1
chr14	75079353	75127053	-	1.6343760586249	MSTRG.8531	MSTRG.8531.1
chr14	75127153	75177973	+	0.133317991597184	MSTRG.8532	MSTRG.8532.1
chr14	75131469	75176612	-	3.01348665460976	MSTRG.8533	ENST00000303575.9
chr14	75278828	75282230	+	0.951418214511899	MSTRG.8534	ENST00000303562.9
chr14	75423683	75427741	-	0.0383948810874024	MSTRG.8535	ENST00000560419.1
chr14	75428357	75474111	+	0.457180008255923	MSTRG.8536	ENST00000435893.6
chr14	75574888	75579588	-	0.00165757096717471	MSTRG.8537	ENST00000455232.1
chr14	75622060	75707403	+	0.585486339529009	MSTRG.8538	MSTRG.8538.8
chr14	75595805	75596206	-	4.92345582994734	MSTRG.8539	ENST00000489251.1
chr1	42430329	42456253	-	0.0204386652241005	MSTRG.854	ENST00000372565.8
chr14	75604173	75604278	+	0	MSTRG.8540	ENST00000364226.1
chr14	75649791	75660876	-	1.03465442213289	MSTRG.8541	ENST00000256319.7
chr14	75834684	75836365	-	0	MSTRG.8542	ENST00000649987.1
chr14	75838157	75839114	-	0	MSTRG.8543	ENST00000498401.2
chr14	75958097	75981995	-	0.0860768925396759	MSTRG.8544	ENST00000238682.8
chr14	75970924	75971587	+	0.264044314948022	MSTRG.8545	ENST00000553732.1
chr14	76013679	76014143	+	0.578134018334939	MSTRG.8546	ENST00000555505.2
chr14	76131707	76152627	-	0.00223476156494096	MSTRG.8547	ENST00000636059.1
chr14	76151934	76215296	+	3.53923903883546	MSTRG.8548	MSTRG.8548.10
chr14	76279173	76283103	+	0.0664055144769927	MSTRG.8549	ENST00000624275.1
chr1	42490174	42595573	+	0.0290915263701788	MSTRG.855	ENST00000666893.1
chr14	76280943	76310066	-	0.00107021578309138	MSTRG.8550	ENST00000555465.1
chr14	76376137	76501837	+	0.0176672319095009	MSTRG.8551	ENST00000644823.1
chr14	76495363	76726712	-	0.00444597288698015	MSTRG.8552	ENST00000554926.1
chr14	76633714	76634028	+	0	MSTRG.8553	ENST00000604815.1
chr14	76634775	76635661	-	0	MSTRG.8554	ENST00000464073.1
chr14	76690139	76690742	-	0.0258021229029414	MSTRG.8555	ENST00000557720.2
chr14	76710658	76761388	-	0.00583676967601971	MSTRG.8556	ENST00000556271.1
chr14	76761468	76783015	+	0.537370999600837	MSTRG.8557	ENST00000167106.9
chr14	76774284	76781732	-	0.173126044410245	MSTRG.8558	ENST00000556368.1
chr14	76788957	76812624	-	1.28531812234034	MSTRG.8559	MSTRG.8559.4
chr1	42491739	42492493	+	0.0154812737417648	MSTRG.856	ENST00000426743.1
chr14	76790267	76793807	+	0.00440115284760706	MSTRG.8560	ENST00000665762.1
chr14	76886377	76886750	-	5.52124036342888	MSTRG.8561	ENST00000469811.1
chr14	76953512	76967489	+	0.347300487601718	MSTRG.8562	MSTRG.8562.1
chr14	76958098	77000609	-	0.0219954115074002	MSTRG.8563	ENST00000647580.1
chr14	76967518	76967765	-	0	MSTRG.8564	ENST00000582228.2
chr14	76968683	76969145	+	0.0168298944204931	MSTRG.8565	ENST00000488511.2
chr14	77024543	77028708	-	2.69717035291996	MSTRG.8566	ENST00000238647.5
chr14	77028086	77031572	+	0.208940219217194	MSTRG.8567	ENST00000619017.1
chr14	77094704	77097774	-	0.63560937796497	MSTRG.8568	MSTRG.8568.1
chr14	77098258	77124972	+	1.25087127190409	MSTRG.8569	MSTRG.8569.2
chr1	42500205	42500339	-	0.404042131976431	MSTRG.857	ENST00000424567.1
chr14	77131270	77141791	-	0.0377688934566721	MSTRG.8570	ENST00000319374.4
chr14	77140683	77142996	+	0.0488277857355145	MSTRG.8571	ENST00000600936.1
chr14	77173075	77173652	-	0.107851088120253	MSTRG.8572	ENST00000554513.1
chr14	77182073	77193556	+	0.608302347710821	MSTRG.8573	MSTRG.8573.1
chr14	77201026	77201140	-	0	MSTRG.8574	ENST00000364514.1
chr14	77273578	77320883	-	0.884628396338193	MSTRG.8575	MSTRG.8575.1
chr14	77320933	77333287	+	0.731921960009452	MSTRG.8576	MSTRG.8576.1
chr14	77335029	77376828	-	1.25747757063687	MSTRG.8577	MSTRG.8577.1
chr14	77359423	77359916	+	0	MSTRG.8578	ENST00000554198.2
chr14	77377133	77391497	+	0.0838079535348655	MSTRG.8579	ENST00000216471.4
chr1	42569033	42569139	+	0	MSTRG.858	ENST00000363384.1
chr14	77433722	77458004	-	0.615472489470336	MSTRG.8580	MSTRG.8580.11
chr14	77458093	77469472	+	4.0782590589627	MSTRG.8581	ENST00000216479.8
chr14	77466284	77466436	+	3.18310503132692	MSTRG.8582	ENST00000391069.1
chr14	77571483	77616332	-	3.15920214816727	MSTRG.8583	MSTRG.8583.8
chr14	77673075	77708023	-	1.90073694582872	MSTRG.8584	MSTRG.8584.3
chr14	77696591	77697377	+	0	MSTRG.8585	ENST00000554267.1
chr14	77708103	77721107	+	5.64959949936594	MSTRG.8586	ENST00000557623.5
chr14	77748294	77761207	-	2.19153010189035	MSTRG.8587	MSTRG.8587.8
chr14	77923232	77935014	+	0.300897030305795	MSTRG.8588	ENST00000555217.1
chr14	77800236	77805069	+	0.643174225394836	MSTRG.8589	MSTRG.8589.1
chr1	42570970	42571390	+	0.0277633293943764	MSTRG.859	ENST00000454425.2
chr14	77821030	77821142	-	0	MSTRG.8590	ENST00000362570.1
chr14	80890414	80941738	-	0.713029915334177	MSTRG.8591	MSTRG.8591.11
chr14	80822524	80822796	+	0.0428145116301555	MSTRG.8592	ENST00000555320.1
chr14	80955043	81146306	+	0.000692592955201717	MSTRG.8593	ENST00000541158.6
chr14	80981988	80983638	+	0	MSTRG.8594	ENST00000553845.1
chr14	81001166	81001786	-	0	MSTRG.8595	ENST00000605695.1
chr14	81003325	81003645	-	0	MSTRG.8596	ENST00000604099.1
chr14	81049426	81220959	-	0.677540757257489	MSTRG.8597	MSTRG.8597.4
chr14	81032529	81033404	+	0	MSTRG.8598	ENST00000554095.2
chr14	81169776	81175400	+	0.0567967796949726	MSTRG.8599	ENST00000670865.1
chr1	1613758	1615795	-	0.481757792297707	MSTRG.86	ENST00000607222.1
chr1	42658389	42676583	+	3.07728214036625	MSTRG.860	MSTRG.860.5
chr14	81202695	81202834	-	2.08720744197008	MSTRG.8600	ENST00000408376.1
chr14	81221218	81222460	+	0.473301853829419	MSTRG.8601	ENST00000618431.1
chr14	81246295	81246563	-	0.897990611960363	MSTRG.8602	ENST00000595442.1
chr14	81518526	81533862	-	0.966853677059259	MSTRG.8603	MSTRG.8603.8
chr14	81733707	81743749	-	0	MSTRG.8604	ENST00000663755.1
chr14	81743811	81840039	+	0	MSTRG.8605	ENST00000663748.1
chr14	81777016	81777613	-	0	MSTRG.8606	ENST00000492764.1
chr14	81916231	81917888	+	1.37703657852212	MSTRG.8607	ENST00000554099.1
chr14	82642626	82658507	+	0	MSTRG.8608	ENST00000661658.1
chr14	82692704	82693055	-	2.98850156463898	MSTRG.8609	ENST00000554405.2
chr1	42672077	42702144	-	0.158861374369094	MSTRG.861	MSTRG.861.2
chr14	88385691	88438460	+	0.265057282631334	MSTRG.8610	ENST00000553626.5
chr14	88464137	88550619	-	0.504973409091725	MSTRG.8611	MSTRG.8611.1
chr14	88499334	88515502	+	0.003855397917837	MSTRG.8612	ENST00000555444.2
chr14	88551597	88552493	+	0.0130305035396126	MSTRG.8613	ENST00000556328.1
chr14	88563007	88628480	+	1.80351928830214	MSTRG.8614	ENST00000649731.1
chr14	88589231	88592408	+	1.48341909238402	MSTRG.8615	ENST00000617439.1
chr14	88612431	88792752	-	0.243331982387462	MSTRG.8616	ENST00000554922.5
chr14	88826542	88859771	+	0.895767711879306	MSTRG.8617	MSTRG.8617.12
chr14	88840165	88840263	+	0.944514074750098	MSTRG.8618	ENST00000384612.1
chr14	88979084	88979332	+	0.594588679586658	MSTRG.8619	MSTRG.8619.1
chr1	42678735	42681659	+	0.416918199918537	MSTRG.862	ENST00000414339.2
chr14	89156177	89417233	-	0.369125324237718	MSTRG.8620	ENST00000557258.6
chr14	89156743	89157574	+	0	MSTRG.8621	ENST00000612252.1
chr14	89290205	89291594	-	0.490518775331099	MSTRG.8622	ENST00000557743.2
chr14	89349377	89366081	+	0	MSTRG.8623	ENST00000662923.1
chr14	89355060	89356571	+	0	MSTRG.8624	ENST00000556926.1
chr14	89399995	89409469	+	0.00246720035356886	MSTRG.8625	ENST00000556383.1
chr14	89417354	89419793	+	0.158080301342652	MSTRG.8626	ENST00000555562.1
chr14	89576216	89577477	+	0	MSTRG.8627	ENST00000554071.1
chr14	89621918	89622207	+	0	MSTRG.8628	ENST00000364157.1
chr14	89628941	89634082	-	0	MSTRG.8629	ENST00000555560.1
chr1	42682340	42724072	+	11.7289725211945	MSTRG.863	MSTRG.863.1
chr14	89650793	89650903	-	0	MSTRG.8630	ENST00000516846.1
chr14	89712511	89712823	+	0.248953390309531	MSTRG.8631	ENST00000363442.1
chr14	89736965	89738391	-	0.207501865756241	MSTRG.8632	ENST00000557601.2
chr14	89892128	89892443	+	0	MSTRG.8633	ENST00000555078.2
chr14	89975781	90044764	+	0.762122388007306	MSTRG.8634	MSTRG.8634.16
chr14	89998489	90012365	+	0.771250498938632	MSTRG.8635	MSTRG.8635.1
chr14	90267476	90275429	+	3.68451330649544	MSTRG.8636	ENST00000555787.1
chr14	90267860	90331969	-	1.33553494603293	MSTRG.8637	ENST00000354366.8
chr14	90291516	90294942	+	0.00454755828228089	MSTRG.8638	ENST00000654072.1
chr14	90374910	90383228	-	0.0974147224588994	MSTRG.8639	MSTRG.8639.1
chr1	42759986	42767084	-	0.470893286245849	MSTRG.864	ENST00000492956.1
chr14	90383365	90387973	+	0.0676263060680261	MSTRG.8640	ENST00000615251.1
chr14	90397932	90408268	+	6.25859358337087	MSTRG.8641	ENST00000553964.5
chr14	90402523	90405235	-	0.00718046545953585	MSTRG.8642	ENST00000555853.1
chr14	90524564	90816479	-	0.622811253013098	MSTRG.8643	ENST00000328459.11
chr14	90567495	90569976	+	0	MSTRG.8644	ENST00000557622.1
chr14	90642640	90648894	+	0	MSTRG.8645	ENST00000557007.1
chr14	90675118	90676294	+	0	MSTRG.8646	ENST00000554967.1
chr14	90697333	90699374	+	0.00381598487594922	MSTRG.8647	ENST00000553712.1
chr14	90758599	90760061	+	0.026631035942202	MSTRG.8648	ENST00000663297.1
chr14	90766531	90766989	+	8.72595192587754	MSTRG.8649	ENST00000472287.1
chr1	42767269	42783632	+	0.997363054198464	MSTRG.865	MSTRG.865.2
chr14	90847861	91060641	-	0.718539545121704	MSTRG.8650	ENST00000614987.5
chr14	90876021	90885383	-	0.75483954852465	MSTRG.8651	MSTRG.8651.1
chr14	91114063	91226580	+	1.22723746270671	MSTRG.8652	MSTRG.8652.6
chr14	91091077	91091138	+	0	MSTRG.8653	ENST00000516835.1
chr14	91126425	91126553	+	2.14437643133671	MSTRG.8654	ENST00000408175.1
chr14	91226647	91233883	+	0.927596479484175	MSTRG.8655	MSTRG.8655.1
chr14	91232532	91244704	-	0.00192037487472808	MSTRG.8656	ENST00000650645.1
chr14	91242782	91252211	+	0.0280950369000427	MSTRG.8657	ENST00000668819.1
chr14	91271323	91417844	-	0.425158485465423	MSTRG.8658	ENST00000389857.11
chr14	91418266	91421176	+	0.0562133505497954	MSTRG.8659	ENST00000557524.1
chr1	42775813	42776790	-	0	MSTRG.866	ENST00000447572.1
chr14	91419449	91419751	+	0.192877255363572	MSTRG.8660	ENST00000557756.1
chr14	91457508	91510554	-	5.69306450579544	MSTRG.8661	MSTRG.8661.1
chr14	91510729	91517061	+	0.114428931604613	MSTRG.8662	MSTRG.8662.1
chr14	91779746	91867536	-	0.0580927636189643	MSTRG.8663	ENST00000435962.7
